image_path,dataset,original_class,mapped_class,background,split,is_duplicate
data\raw\riceleafbd\Healthy Leaf\IMG20231027093151_01.jpg,riceleafbd,Healthy Leaf,healthy,,test,False
data\raw\riceleafbd\Healthy Leaf\IMG20231027093153_01.jpg,riceleafbd,Healthy Leaf,healthy,,train,False
data\raw\riceleafbd\Healthy Leaf\IMG20231027093200_01.jpg,riceleafbd,Healthy Leaf,healthy,,train,False
data\raw\riceleafbd\Healthy Leaf\IMG20231027093204_01.jpg,riceleafbd,Healthy Leaf,healthy,,train,False
data\raw\riceleafbd\Healthy Leaf\IMG20231027093521.jpg,riceleafbd,Healthy Leaf,healthy,,val,False
data\raw\riceleafbd\Healthy Leaf\IMG20231027093532_01.jpg,riceleafbd,Healthy Leaf,healthy,,train,False
data\raw\riceleafbd\Healthy Leaf\IMG20231027093535_01.jpg,riceleafbd,Healthy Leaf,healthy,,train,False
data\raw\riceleafbd\Healthy Leaf\IMG20231027093619_01.jpg,riceleafbd,Healthy Leaf,healthy,,test,False
data\raw\riceleafbd\Tungro Virus\0a854ee6-4eb7-4a97-8c9e-064b78f96d92.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\14fd1f33-d623-4c6e-9ab3-26a95ad4afae.jpg,riceleafbd,Tungro Virus,tungro,,val,False
data\raw\riceleafbd\Tungro Virus\20231027_082937.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_082950.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_083016.jpg,riceleafbd,Tungro Virus,tungro,,val,False
data\raw\riceleafbd\Tungro Virus\20231027_083032.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_083303.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_083634.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_083715.jpg,riceleafbd,Tungro Virus,tungro,,val,False
data\raw\riceleafbd\Tungro Virus\20231027_083734.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_083908.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_083941.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_084058.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_084127.jpg,riceleafbd,Tungro Virus,tungro,,test,False
data\raw\riceleafbd\Tungro Virus\20231027_084215.jpg,riceleafbd,Tungro Virus,tungro,,val,False
data\raw\riceleafbd\Tungro Virus\20231027_084232.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_084245.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_084306.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_084322.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_084339.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_084424.jpg,riceleafbd,Tungro Virus,tungro,,test,False
data\raw\riceleafbd\Tungro Virus\20231027_084437.jpg,riceleafbd,Tungro Virus,tungro,,test,False
data\raw\riceleafbd\Tungro Virus\20231027_084445.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_084453.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_084520.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_084556.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_084615.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_084702.jpg,riceleafbd,Tungro Virus,tungro,,val,False
data\raw\riceleafbd\Tungro Virus\20231027_084711.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_084731.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_084737.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_084800.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_084835.jpg,riceleafbd,Tungro Virus,tungro,,val,False
data\raw\riceleafbd\Tungro Virus\20231027_084842.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_084901.jpg,riceleafbd,Tungro Virus,tungro,,test,False
data\raw\riceleafbd\Tungro Virus\20231027_084914.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_084918.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_084935.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_084949.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_085008.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_085023.jpg,riceleafbd,Tungro Virus,tungro,,val,False
data\raw\riceleafbd\Tungro Virus\20231027_085049.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_085057.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_085108.jpg,riceleafbd,Tungro Virus,tungro,,val,False
data\raw\riceleafbd\Tungro Virus\20231027_085114.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_085126.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_085137.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_085148.jpg,riceleafbd,Tungro Virus,tungro,,val,False
data\raw\riceleafbd\Tungro Virus\20231027_090324.jpg,riceleafbd,Tungro Virus,tungro,,test,False
data\raw\riceleafbd\Tungro Virus\20231027_090338.jpg,riceleafbd,Tungro Virus,tungro,,test,False
data\raw\riceleafbd\Tungro Virus\20231027_090417.jpg,riceleafbd,Tungro Virus,tungro,,test,False
data\raw\riceleafbd\Tungro Virus\20231027_090422.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_090449.jpg,riceleafbd,Tungro Virus,tungro,,test,False
data\raw\riceleafbd\Tungro Virus\20231027_090454.jpg,riceleafbd,Tungro Virus,tungro,,val,False
data\raw\riceleafbd\Tungro Virus\20231027_090510.jpg,riceleafbd,Tungro Virus,tungro,,test,False
data\raw\riceleafbd\Tungro Virus\20231027_090526.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_090533.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_090557.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_090600.jpg,riceleafbd,Tungro Virus,tungro,,test,False
data\raw\riceleafbd\Tungro Virus\20231027_090612.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_090623.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_090629.jpg,riceleafbd,Tungro Virus,tungro,,val,False
data\raw\riceleafbd\Tungro Virus\20231027_090655.jpg,riceleafbd,Tungro Virus,tungro,,val,False
data\raw\riceleafbd\Tungro Virus\20231027_090701.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_090705.jpg,riceleafbd,Tungro Virus,tungro,,val,False
data\raw\riceleafbd\Tungro Virus\20231027_090714.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_090724.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_090729.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_090746.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_090755.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_090807.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_090814.jpg,riceleafbd,Tungro Virus,tungro,,test,False
data\raw\riceleafbd\Tungro Virus\20231027_090817.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_090821.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_090833.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_090901.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_090906.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_090914.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_090919.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_090934.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_090945.jpg,riceleafbd,Tungro Virus,tungro,,test,False
data\raw\riceleafbd\Tungro Virus\20231027_091002.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_091014.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_091020.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_091027.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_091032.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_091045.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_091053.jpg,riceleafbd,Tungro Virus,tungro,,test,False
data\raw\riceleafbd\Tungro Virus\20231027_091106.jpg,riceleafbd,Tungro Virus,tungro,,test,False
data\raw\riceleafbd\Tungro Virus\20231027_091112.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_091119.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_091125.jpg,riceleafbd,Tungro Virus,tungro,,test,False
data\raw\riceleafbd\Tungro Virus\20231027_091130.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_091138.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_091152.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_091156.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_091201.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_091205.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_091215.jpg,riceleafbd,Tungro Virus,tungro,,val,False
data\raw\riceleafbd\Tungro Virus\20231027_091218.jpg,riceleafbd,Tungro Virus,tungro,,test,False
data\raw\riceleafbd\Tungro Virus\20231027_091225.jpg,riceleafbd,Tungro Virus,tungro,,val,False
data\raw\riceleafbd\Tungro Virus\20231027_091233.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_091238.jpg,riceleafbd,Tungro Virus,tungro,,test,False
data\raw\riceleafbd\Tungro Virus\20231027_091244.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_091252.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_091256.jpg,riceleafbd,Tungro Virus,tungro,,val,False
data\raw\riceleafbd\Tungro Virus\20231027_091259.jpg,riceleafbd,Tungro Virus,tungro,,test,False
data\raw\riceleafbd\Tungro Virus\20231027_091307.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_091340.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_091345.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_091347.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_091354.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_091401.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_091405.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_091411.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_091416.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_091434.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_091445.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_091450.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_091453.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_091458.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_091505.jpg,riceleafbd,Tungro Virus,tungro,,test,False
data\raw\riceleafbd\Tungro Virus\20231027_091511.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_091527.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_091535.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_091542.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_091544.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_091552.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_091556.jpg,riceleafbd,Tungro Virus,tungro,,val,False
data\raw\riceleafbd\Tungro Virus\20231027_091608.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_091612.jpg,riceleafbd,Tungro Virus,tungro,,test,False
data\raw\riceleafbd\Tungro Virus\20231027_091616.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_091622.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_091629.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_091637.jpg,riceleafbd,Tungro Virus,tungro,,test,False
data\raw\riceleafbd\Tungro Virus\20231027_091645.jpg,riceleafbd,Tungro Virus,tungro,,val,False
data\raw\riceleafbd\Tungro Virus\20231027_091652.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_091703.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_091708.jpg,riceleafbd,Tungro Virus,tungro,,val,False
data\raw\riceleafbd\Tungro Virus\20231027_091729.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_091746.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_091800.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_091821.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_091902.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_091906.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_091910.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_091921.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_091927.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_091941.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_091945.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_091951.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_091956.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_091959.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_092005.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_092008.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_092012.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_092018.jpg,riceleafbd,Tungro Virus,tungro,,val,False
data\raw\riceleafbd\Tungro Virus\20231027_092022.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_092026.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_092031.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_092034.jpg,riceleafbd,Tungro Virus,tungro,,test,False
data\raw\riceleafbd\Tungro Virus\20231027_092038.jpg,riceleafbd,Tungro Virus,tungro,,val,False
data\raw\riceleafbd\Tungro Virus\20231027_092051.jpg,riceleafbd,Tungro Virus,tungro,,val,False
data\raw\riceleafbd\Tungro Virus\20231027_092106.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_092109.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_092113.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_092116.jpg,riceleafbd,Tungro Virus,tungro,,test,False
data\raw\riceleafbd\Tungro Virus\20231027_092129.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_092144.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_092148.jpg,riceleafbd,Tungro Virus,tungro,,test,False
data\raw\riceleafbd\Tungro Virus\20231027_092152.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_092201.jpg,riceleafbd,Tungro Virus,tungro,,val,False
data\raw\riceleafbd\Tungro Virus\20231027_092203.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_092211.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_092217.jpg,riceleafbd,Tungro Virus,tungro,,test,False
data\raw\riceleafbd\Tungro Virus\20231027_092220.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_092224.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_092227.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_092229.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_092232.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_092237.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_092243.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_092246.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_092249.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_092253.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_092301.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_092309.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_092316.jpg,riceleafbd,Tungro Virus,tungro,,test,False
data\raw\riceleafbd\Tungro Virus\20231027_092318.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_092323.jpg,riceleafbd,Tungro Virus,tungro,,test,False
data\raw\riceleafbd\Tungro Virus\20231027_092326.jpg,riceleafbd,Tungro Virus,tungro,,val,False
data\raw\riceleafbd\Tungro Virus\20231027_092334.jpg,riceleafbd,Tungro Virus,tungro,,test,False
data\raw\riceleafbd\Tungro Virus\20231027_092337.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_092344.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_092352.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_092358.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_092403.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_092410.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_092416.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_092420.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_092428.jpg,riceleafbd,Tungro Virus,tungro,,val,False
data\raw\riceleafbd\Tungro Virus\20231027_092432.jpg,riceleafbd,Tungro Virus,tungro,,val,False
data\raw\riceleafbd\Tungro Virus\20231027_092436.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_092447.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_092450.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_092500.jpg,riceleafbd,Tungro Virus,tungro,,test,False
data\raw\riceleafbd\Tungro Virus\20231027_092504.jpg,riceleafbd,Tungro Virus,tungro,,val,False
data\raw\riceleafbd\Tungro Virus\20231027_092514.jpg,riceleafbd,Tungro Virus,tungro,,val,False
data\raw\riceleafbd\Tungro Virus\20231027_092530.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_092533.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_092542.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_092549.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_092553.jpg,riceleafbd,Tungro Virus,tungro,,val,False
data\raw\riceleafbd\Tungro Virus\20231027_092707.jpg,riceleafbd,Tungro Virus,tungro,,val,False
data\raw\riceleafbd\Tungro Virus\20231027_092711.jpg,riceleafbd,Tungro Virus,tungro,,test,False
data\raw\riceleafbd\Tungro Virus\20231027_092718.jpg,riceleafbd,Tungro Virus,tungro,,val,False
data\raw\riceleafbd\Tungro Virus\20231027_092721.jpg,riceleafbd,Tungro Virus,tungro,,val,False
data\raw\riceleafbd\Tungro Virus\20231027_092729.jpg,riceleafbd,Tungro Virus,tungro,,val,False
data\raw\riceleafbd\Tungro Virus\20231027_092737.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_092741.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_092749.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_092753.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_092756.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_092759.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_092803.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_092805.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_092818.jpg,riceleafbd,Tungro Virus,tungro,,val,False
data\raw\riceleafbd\Tungro Virus\20231027_092823.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_092830.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_092837.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_092840.jpg,riceleafbd,Tungro Virus,tungro,,val,False
data\raw\riceleafbd\Tungro Virus\20231027_092844.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_092853.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_092855.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_092903.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_092908.jpg,riceleafbd,Tungro Virus,tungro,,test,False
data\raw\riceleafbd\Tungro Virus\20231027_092913.jpg,riceleafbd,Tungro Virus,tungro,,val,False
data\raw\riceleafbd\Tungro Virus\20231027_092916.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_092921.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_092926.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_092933.jpg,riceleafbd,Tungro Virus,tungro,,train,False
data\raw\riceleafbd\Tungro Virus\20231027_092938.jpg,riceleafbd,Tungro Virus,tungro,,test,False
data\raw\riceleafbd\Tungro Virus\285130074_1958566287669306_5779024507956012822_n.jpg,riceleafbd,Tungro Virus,tungro,,train,False
